customer_id,recency,frequency,monetary,avg_basket,spend_std,unique_categories,weekend_ratio,lifespan_days,purchase_velocity,age,gender_enc,segment_km,segment_label,segment_db
CUST_0030,47,3,169.48000000000002,56.49333333333334,15.288434626649432,2,0.0,727,0.123796423658872,40,1,0,Champions,0
CUST_0031,20,26,4527.04,174.1169230769231,51.05100302789208,7,0.3461538461538461,512,1.5234375,43,0,0,Champions,0
CUST_0032,162,1,48.02,48.02,0.0,1,1.0,0,1.0,38,1,1,Loyal,0
CUST_0033,293,2,128.96,64.48,31.93294223838449,2,0.5,374,0.160427807486631,39,1,1,Loyal,0
CUST_0034,39,11,1017.46,92.49636363636364,34.57073307661476,6,0.4545454545454545,543,0.6077348066298343,24,0,0,Champions,0
CUST_0035,268,5,264.84000000000003,52.968,20.41953158130715,4,0.4,416,0.3605769230769231,31,2,1,Loyal,0
CUST_0036,33,25,3097.64,123.9056,36.53017828681742,8,0.36,522,1.4367816091954024,32,0,0,Champions,0
CUST_0037,46,16,794.6700000000001,49.666875000000005,18.537270823487837,7,0.375,567,0.8465608465608466,24,1,0,Champions,0
CUST_0038,16,2,20.39,10.195,8.181225458328354,2,0.5,198,0.303030303030303,26,1,1,Loyal,0
CUST_0039,101,13,1279.66,98.43538461538462,33.64621019158637,6,0.3076923076923077,466,0.8369098712446352,68,0,0,Champions,0
CUST_0040,7,16,2089.68,130.605,44.44141281882625,7,0.375,505,0.9504950495049506,65,1,0,Champions,0
CUST_0041,31,11,1171.66,106.51454545454546,31.170477174286688,7,0.3636363636363636,589,0.5602716468590832,25,1,0,Champions,0
CUST_0042,85,3,106.78,35.593333333333334,6.576293282186654,3,0.6666666666666666,706,0.1274787535410765,67,0,0,Champions,0
CUST_0043,28,25,4953.45,198.138,63.35810451973239,8,0.2,491,1.5274949083503055,40,1,0,Champions,0
CUST_0044,24,15,1562.37,104.158,33.48462913892624,8,0.0,417,1.079136690647482,46,0,0,Champions,0
CUST_0045,30,2,130.87,65.435,1.9162593770155492,2,0.5,577,0.1039861351819757,35,1,1,Loyal,0
CUST_0046,211,3,110.59,36.86333333333334,10.007918531509596,2,0.3333333333333333,608,0.1480263157894737,48,0,1,Loyal,0
CUST_0047,50,41,8611.18,210.02878048780488,62.09072302667775,8,0.2926829268292683,457,2.691466083150985,47,1,2,At Risk,0
CUST_0048,10,27,3288.06,121.78,42.28445113386607,8,0.3333333333333333,540,1.5,69,0,0,Champions,0
CUST_0049,2,49,12935.26,263.9848979591837,80.48262188516354,8,0.2040816326530612,516,2.8488372093023258,56,0,2,At Risk,0
CUST_0050,21,23,2899.32,126.05739130434785,31.166650623177237,7,0.3043478260869565,526,1.3117870722433458,52,1,0,Champions,0
CUST_0051,21,18,2241.54,124.53,49.2607754709566,7,0.2777777777777778,488,1.1065573770491803,35,2,0,Champions,0
CUST_0052,51,6,312.35,52.05833333333334,14.78653362579163,4,0.6666666666666666,626,0.2875399361022364,59,0,0,Champions,0
CUST_0053,84,1,89.98,89.98,0.0,1,0.0,0,1.0,56,0,1,Loyal,0
CUST_0054,94,6,561.19,93.53166666666668,19.73300019426004,5,0.5,710,0.2535211267605634,34,0,0,Champions,0
CUST_0055,21,25,2807.05,112.282,38.13897470654746,8,0.32,477,1.572327044025157,31,0,0,Champions,0
CUST_0056,256,1,66.73,66.73,0.0,1,0.0,0,1.0,48,0,1,Loyal,0
CUST_0057,105,16,1956.47,122.279375,40.26739234479928,6,0.3125,396,1.2121212121212122,41,1,0,Champions,0
CUST_0058,352,4,534.7,133.675,56.802027252554986,4,0.75,158,0.759493670886076,52,1,1,Loyal,0
CUST_0059,100,6,316.29,52.715,21.19742319245432,4,0.3333333333333333,761,0.2365308804204993,61,1,0,Champions,0
CUST_0060,5,49,11026.96,225.04,59.2684855481112,8,0.2448979591836734,495,2.9696969696969697,62,1,2,At Risk,0
CUST_0061,532,5,436.87,87.374,16.251910041592037,5,0.2,328,0.4573170731707317,51,1,1,Loyal,0
CUST_0062,5,20,2045.27,102.2635,34.045614645339384,6,0.25,461,1.3015184381778742,20,1,0,Champions,0
CUST_0063,408,6,342.67,57.11166666666667,21.52901801445358,6,0.5,417,0.4316546762589928,54,0,1,Loyal,0
CUST_0064,10,27,8325.1,308.3370370370371,98.26755759404308,8,0.1851851851851851,517,1.5667311411992262,60,1,2,At Risk,0
CUST_0065,65,26,2613.97,100.53730769230768,28.04445735723084,8,0.3076923076923077,494,1.5789473684210529,57,1,0,Champions,0
CUST_0066,5,1,48.37,48.37,0.0,1,0.0,0,1.0,43,0,1,Loyal,0
CUST_0067,20,24,4462.58,185.94083333333333,58.19636981930169,8,0.3333333333333333,509,1.4145383104125735,40,1,0,Champions,0
CUST_0068,216,4,123.2,30.8,5.422035288216656,3,0.25,522,0.2298850574712644,61,0,1,Loyal,0
CUST_0069,20,23,2800.71,121.77,31.137869081057723,8,0.3043478260869565,523,1.3193116634799236,56,1,0,Champions,0
CUST_0070,676,2,80.31,40.155,27.838793975314378,2,0.0,41,1.4634146341463414,32,2,1,Loyal,0
CUST_0071,521,1,31.74,31.74,0.0,1,0.0,0,1.0,66,0,1,Loyal,0
CUST_0072,35,16,1270.36,79.3975,31.22854196617789,7,0.3125,577,0.8318890814558059,21,1,0,Champions,0
CUST_0073,9,29,3161.73,109.0251724137931,28.1828917988872,8,0.3448275862068966,496,1.754032258064516,46,1,0,Champions,0
CUST_0074,30,22,3865.11,175.68681818181818,29.16443780104604,8,0.4090909090909091,458,1.4410480349344978,39,0,0,Champions,0
CUST_0075,13,54,9463.09,175.2424074074074,40.72538422790057,8,0.2407407407407407,497,3.2595573440643864,42,0,2,At Risk,0
CUST_0076,17,23,2406.61,104.63521739130437,42.9657709292118,8,0.3043478260869565,421,1.6389548693586695,30,0,0,Champions,0
CUST_0077,901,1,42.96,42.96,0.0,1,0.0,0,1.0,35,0,1,Loyal,0
CUST_0078,56,2,44.67,22.335,12.240018382339136,1,0.5,177,0.3389830508474576,50,1,1,Loyal,0
CUST_0079,52,2,103.23,51.615,2.1708178182426985,2,0.0,102,0.5882352941176471,33,1,1,Loyal,0
CUST_0080,136,7,588.6,84.08571428571429,17.858236995051573,5,0.4285714285714285,635,0.3307086614173228,62,1,0,Champions,0
CUST_0081,74,4,316.62,79.155,21.981163906096207,4,0.5,628,0.1910828025477706,59,0,0,Champions,0
CUST_0082,174,2,101.04,50.52,33.29058725826266,2,0.0,278,0.2158273381294964,61,0,1,Loyal,0
CUST_0083,15,24,4081.09,170.04541666666668,47.44586489327616,8,0.25,487,1.4784394250513346,19,1,0,Champions,0
CUST_0084,70,3,137.53,45.84333333333333,7.817348228992573,2,0.6666666666666666,247,0.3643724696356276,52,1,1,Loyal,0
CUST_0085,27,6,350.85,58.475,9.9703756198049,4,0.1666666666666666,771,0.2334630350194552,59,1,0,Champions,0
CUST_0086,68,13,817.2,62.86153846153847,20.58399290960245,4,0.2307692307692307,464,0.8405172413793104,51,1,0,Champions,0
CUST_0087,2,47,11669.11,248.2789361702128,73.35366332199577,8,0.2765957446808511,500,2.82,47,0,2,At Risk,0
CUST_0088,33,18,2173.59,120.755,39.58997500110648,8,0.2222222222222222,505,1.0693069306930694,30,0,0,Champions,0
CUST_0089,52,11,1587.01,144.27363636363637,51.96255099063695,6,0.3636363636363636,425,0.7764705882352941,30,0,0,Champions,0
CUST_0090,100,4,280.48,70.12,16.299161532626965,4,0.5,365,0.3287671232876712,35,1,1,Loyal,0
CUST_0091,68,14,1758.26,125.59,37.620975736743134,8,0.1428571428571428,539,0.7792207792207793,49,1,0,Champions,0
CUST_0092,39,22,3748.32,170.37818181818182,61.46210335578948,8,0.2272727272727272,475,1.3894736842105262,49,0,0,Champions,0
CUST_0093,465,1,125.92,125.92,0.0,1,0.0,0,1.0,52,0,1,Loyal,0
CUST_0094,11,29,8693.55,299.7775862068965,104.6280045704499,8,0.2758620689655172,486,1.7901234567901236,56,0,2,At Risk,0
CUST_0095,20,12,1505.23,125.43583333333332,34.090284261950735,6,0.25,372,0.9677419354838708,63,0,0,Champions,0
CUST_0096,4,46,7657.22,166.4613043478261,46.75013832938277,8,0.3260869565217391,516,2.674418604651163,69,0,2,At Risk,0
CUST_0097,183,4,235.29,58.822500000000005,16.368236262143007,4,0.5,729,0.1646090534979424,46,0,0,Champions,0
CUST_0098,288,2,119.34,59.67,7.028641404994281,2,1.0,141,0.425531914893617,66,1,1,Loyal,0
CUST_0099,6,19,1947.5,102.5,41.69708849414896,8,0.3157894736842105,538,1.0594795539033457,46,1,0,Champions,0
CUST_0100,375,1,37.53,37.53,0.0,1,0.0,0,1.0,61,1,1,Loyal,0
CUST_0101,79,23,3539.89,153.90826086956525,41.0038378084267,7,0.3043478260869565,411,1.6788321167883211,33,1,0,Champions,0
CUST_0102,160,3,281.32000000000005,93.77333333333335,49.36741064035397,3,0.6666666666666666,352,0.2556818181818182,61,0,1,Loyal,0
CUST_0103,26,4,217.02,54.255,19.167097676313265,4,0.0,460,0.2608695652173913,64,1,0,Champions,0
CUST_0104,366,1,72.2,72.2,0.0,1,1.0,0,1.0,27,0,1,Loyal,0
CUST_0105,4,44,14836.12,337.18454545454546,76.5305352785484,8,0.2954545454545454,496,2.661290322580645,47,0,2,At Risk,0
CUST_0106,186,4,263.51,65.8775,37.38404773429438,3,0.0,322,0.3726708074534162,42,1,1,Loyal,0
CUST_0107,85,6,393.08,65.51333333333334,45.166224844087495,3,0.5,321,0.5607476635514019,56,1,1,Loyal,0
CUST_0108,19,20,2951.01,147.5505,45.39827929442632,8,0.2,505,1.1881188118811885,37,0,0,Champions,0
CUST_0109,29,5,125.0,25.0,3.962499211356388,4,0.8,756,0.1984126984126984,22,1,0,Champions,0
CUST_0110,101,15,2595.99,173.06599999999997,50.95845784277901,7,0.4,416,1.0817307692307692,18,1,0,Champions,0
CUST_0111,205,1,94.25,94.25,0.0,1,1.0,0,1.0,47,1,1,Loyal,0
CUST_0112,22,47,10286.4,218.8595744680851,79.61679989739567,8,0.3404255319148936,487,2.895277207392197,66,1,2,At Risk,0
CUST_0113,15,6,149.6,24.933333333333334,6.531400054097641,5,0.8333333333333334,862,0.2088167053364269,20,0,0,Champions,0
CUST_0114,30,11,914.71,83.15545454545455,40.14327922919012,6,0.1818181818181818,565,0.584070796460177,62,0,0,Champions,0
CUST_0115,5,57,12616.99,221.350701754386,69.33352255221675,8,0.3508771929824561,507,3.3727810650887577,31,0,2,At Risk,0
CUST_0116,38,17,2225.78,130.92823529411766,41.31488234209529,8,0.1176470588235294,447,1.140939597315436,47,0,0,Champions,0
CUST_0117,60,32,10354.69,323.5840625,75.8782910370657,8,0.15625,468,2.0512820512820515,67,0,2,At Risk,0
CUST_0118,46,11,1424.33,129.48454545454544,23.46293858988527,5,0.1818181818181818,594,0.5555555555555556,21,1,0,Champions,0
CUST_0119,24,24,2172.04,90.50166666666668,25.343229893785743,8,0.0833333333333333,472,1.5254237288135597,35,0,0,Champions,0
CUST_0120,1,15,2551.26,170.084,40.150060451831386,7,0.3333333333333333,612,0.7352941176470589,54,0,0,Champions,0
CUST_0121,3,20,1632.5,81.625,27.18791440095551,8,0.15,498,1.2048192771084336,42,0,0,Champions,0
CUST_0122,11,19,3215.74,169.24947368421053,38.85529843373062,7,0.3157894736842105,447,1.2751677852348993,65,0,0,Champions,0
CUST_0123,131,7,340.51,48.64428571428572,21.06954663105249,5,0.0,350,0.6,18,1,1,Loyal,0
CUST_0124,5,44,15151.23,344.34613636363633,71.823549426125,8,0.25,475,2.7789473684210524,63,1,2,At Risk,0
CUST_0125,240,2,163.26,81.63,9.984347750354054,2,0.5,109,0.5504587155963303,32,1,1,Loyal,0
CUST_0126,10,4,432.27,108.0675,34.471173826836825,4,0.25,440,0.2727272727272727,26,1,0,Champions,0
CUST_0127,231,2,134.11,67.055,3.033488091290298,2,0.0,103,0.5825242718446603,32,0,1,Loyal,0
CUST_0128,59,10,555.66,55.566,19.270865863035606,6,0.5,559,0.5366726296958855,66,0,0,Champions,0
CUST_0129,67,3,182.77,60.923333333333325,4.248791985180416,3,0.0,178,0.5056179775280899,41,1,1,Loyal,0
CUST_0130,66,24,3903.35,162.63958333333332,40.198241739524825,7,0.25,453,1.589403973509934,21,0,0,Champions,0
CUST_0131,16,59,16135.34,273.48033898305084,77.06183911741901,8,0.3728813559322034,508,3.484251968503937,29,1,2,At Risk,0
CUST_0132,63,15,2121.07,141.40466666666669,39.159408441954405,6,0.3333333333333333,475,0.9473684210526316,54,1,0,Champions,0
CUST_0133,100,3,165.03,55.01,12.044322313853945,3,1.0,518,0.1737451737451737,54,1,0,Champions,0
CUST_0134,87,30,7341.78,244.726,56.9331714471843,8,0.4,389,2.313624678663239,60,1,2,At Risk,0
CUST_0135,54,17,1680.6,98.85882352941177,24.054111884029552,7,0.3529411764705882,541,0.9426987060998152,23,0,0,Champions,0
CUST_0136,224,4,208.52,52.13,4.665225968089152,4,0.25,271,0.4428044280442804,56,1,1,Loyal,0
CUST_0137,58,1,126.78,126.78,0.0,1,1.0,0,1.0,63,0,1,Loyal,0
CUST_0138,35,9,1052.07,116.89666666666666,31.554837188615,6,0.2222222222222222,622,0.4340836012861736,41,0,0,Champions,0
CUST_0139,14,42,10955.13,260.8364285714286,95.2582944553573,8,0.3333333333333333,488,2.5819672131147544,28,1,2,At Risk,0
CUST_0140,11,7,344.26,49.18,10.28339924344086,4,0.4285714285714285,779,0.2695763799743261,30,2,0,Champions,0
CUST_0141,3,15,1163.24,77.54933333333334,28.39890728950844,7,0.2666666666666666,550,0.8181818181818182,51,2,0,Champions,0
CUST_0142,1,34,6972.01,205.05911764705883,73.70643733934281,8,0.3823529411764705,497,2.052313883299799,42,1,2,At Risk,0
CUST_0143,4,42,9493.22,226.0290476190476,61.03392146833231,8,0.3333333333333333,499,2.5250501002004007,24,0,2,At Risk,0
CUST_0144,2,4,321.20000000000005,80.30000000000001,12.052275027285653,3,0.75,436,0.2752293577981651,69,1,0,Champions,0
CUST_0145,79,5,288.49,57.698,8.917217615377567,3,0.2,425,0.3529411764705882,21,1,1,Loyal,0
CUST_0146,154,3,74.67,24.89,4.077143607968696,1,0.0,524,0.1717557251908397,25,1,1,Loyal,0
CUST_0147,3,1,103.42,103.42,0.0,1,0.0,0,1.0,37,0,1,Loyal,0
CUST_0148,18,16,1674.88,104.68,29.180432027873294,7,0.375,475,1.0105263157894735,46,0,0,Champions,0
CUST_0149,81,18,1591.64,88.42444444444445,26.692651824760848,7,0.3888888888888889,505,1.0693069306930694,68,1,0,Champions,0
CUST_0150,9,16,1536.25,96.015625,30.478213632855848,8,0.125,661,0.7261724659606656,62,1,0,Champions,0
CUST_0151,9,22,2859.61,129.98227272727274,40.456552583848485,7,0.3181818181818182,502,1.3147410358565736,63,0,0,Champions,0
CUST_0152,56,8,1333.25,166.65625,43.97890596232309,5,0.0,482,0.4979253112033195,27,1,0,Champions,0
CUST_0153,575,2,160.94,80.47,6.590235200658618,2,0.5,166,0.3614457831325301,60,1,1,Loyal,0
CUST_0154,155,3,97.55,32.516666666666666,6.437517637516294,3,0.6666666666666666,731,0.1231190150478796,51,0,0,Champions,0
CUST_0155,4,3,162.97,54.32333333333333,13.690990955125685,2,0.3333333333333333,167,0.5389221556886228,43,2,1,Loyal,0
CUST_0156,107,17,1722.14,101.30235294117648,25.650290819358112,6,0.2941176470588235,554,0.92057761732852,58,1,0,Champions,0
CUST_0157,5,1,47.29,47.29,0.0,1,0.0,0,1.0,66,0,1,Loyal,0
CUST_0158,16,2,131.09,65.545,2.6516504294495533,2,1.0,328,0.1829268292682926,20,0,1,Loyal,0
CUST_0159,53,10,827.79,82.779,19.68772175183756,5,0.1,599,0.5008347245409015,23,1,0,Champions,0
CUST_0160,26,5,261.97,52.39399999999999,16.713769173947572,4,0.2,763,0.1965923984272608,22,0,0,Champions,0
CUST_0161,31,25,3786.62,151.4648,44.73991796297054,8,0.28,504,1.488095238095238,22,1,0,Champions,0
CUST_0162,10,9,797.0,88.55555555555556,32.09862384554481,6,0.4444444444444444,578,0.4671280276816609,64,0,0,Champions,0
CUST_0163,9,35,11055.24,315.864,87.68134969039546,8,0.2285714285714285,499,2.1042084168336674,40,0,2,At Risk,0
CUST_0164,14,21,3058.55,145.6452380952381,58.26312140788955,6,0.3333333333333333,472,1.3347457627118644,66,0,0,Champions,0
CUST_0165,97,8,1001.06,125.1325,62.75441583779469,5,0.5,406,0.5911330049261084,26,1,0,Champions,0
CUST_0166,212,4,348.59,87.1475,25.19699634877141,3,0.5,686,0.1749271137026239,52,0,0,Champions,0
CUST_0167,340,1,73.66,73.66,0.0,1,0.0,0,1.0,37,1,1,Loyal,0
CUST_0168,16,6,269.74,44.95666666666667,7.424528716805306,5,0.6666666666666666,462,0.3896103896103896,66,1,0,Champions,0
CUST_0169,6,4,154.73000000000002,38.682500000000005,7.132691754637004,4,0.0,602,0.1993355481727574,59,1,0,Champions,0
CUST_0170,91,14,1152.6,82.32857142857142,15.874845054188889,8,0.4285714285714285,434,0.967741935483871,52,0,0,Champions,0
CUST_0171,87,2,85.82,42.91,2.856711395993654,2,0.5,740,0.081081081081081,67,0,0,Champions,0
CUST_0172,10,31,7804.95,251.7725806451613,75.4578318872089,8,0.4193548387096774,486,1.9135802469135803,35,1,2,At Risk,0
CUST_0173,24,28,2263.58,80.84214285714286,19.122811732886685,8,0.2857142857142857,426,1.971830985915493,34,0,0,Champions,0
CUST_0174,19,18,2798.91,155.495,34.90636420145624,7,0.3888888888888889,404,1.3366336633663367,41,1,0,Champions,0
CUST_0175,20,12,1566.74,130.56166666666667,45.197393294371096,6,0.25,535,0.6728971962616823,20,0,0,Champions,0
CUST_0176,16,25,8254.44,330.17760000000004,89.82386590247975,8,0.16,491,1.5274949083503055,49,1,2,At Risk,0
CUST_0177,25,34,6338.37,186.42264705882351,60.49350084344514,8,0.2941176470588235,476,2.142857142857143,52,0,2,At Risk,0
CUST_0178,37,20,2708.76,135.43800000000002,35.62329938323188,7,0.3,497,1.2072434607645874,55,1,0,Champions,0
CUST_0179,254,3,177.84,59.28,13.644606993240956,2,0.6666666666666666,222,0.4054054054054054,30,0,1,Loyal,0
CUST_0180,21,17,2082.94,122.52588235294118,36.086372957604006,7,0.6470588235294118,476,1.0714285714285714,64,1,0,Champions,0
CUST_0181,16,13,1482.2,114.01538461538462,30.608759807007488,7,0.4615384615384615,576,0.6770833333333334,42,1,0,Champions,0
CUST_0182,14,15,2344.33,156.28866666666667,52.09223384216372,6,0.4,459,0.9803921568627452,26,1,0,Champions,0
CUST_0183,446,2,125.21,62.605,14.13506455591908,2,0.0,184,0.3260869565217391,21,0,1,Loyal,0
CUST_0184,15,26,3548.88,136.4953846153846,41.14286059386432,8,0.1153846153846153,522,1.4942528735632186,31,0,0,Champions,0
CUST_0185,4,22,2971.88,135.08545454545455,33.92357723826738,8,0.3636363636363636,511,1.2915851272015657,54,1,0,Champions,0
CUST_0186,11,16,1061.52,66.345,24.12302606777737,8,0.25,540,0.8888888888888888,51,0,0,Champions,0
CUST_0187,8,44,11285.8,256.4954545454545,88.47075550066445,8,0.2954545454545454,479,2.755741127348643,28,0,2,At Risk,0
CUST_0188,18,51,11551.81,226.50607843137252,62.83436298963908,8,0.3333333333333333,497,3.078470824949698,58,0,2,At Risk,0
CUST_0189,34,29,3740.08,128.96827586206896,50.15637055883797,8,0.2413793103448276,470,1.8510638297872344,20,0,0,Champions,0
CUST_0190,7,36,12485.6,346.82222222222225,86.44647910242699,8,0.4166666666666667,522,2.0689655172413794,45,1,2,At Risk,0
CUST_0191,7,40,10741.53,268.53825,81.94651541808635,8,0.25,519,2.312138728323699,46,1,2,At Risk,0
CUST_0192,1,28,2616.54,93.44785714285716,34.268546139241955,8,0.3571428571428571,489,1.7177914110429446,26,0,0,Champions,0
CUST_0193,680,1,29.8,29.8,0.0,1,1.0,0,1.0,20,0,1,Loyal,0
CUST_0194,65,15,1997.78,133.18533333333332,46.33549902098616,5,0.2666666666666666,544,0.8272058823529412,42,0,0,Champions,0
CUST_0195,12,17,1243.74,73.16117647058823,30.73320270537081,7,0.2941176470588235,602,0.8471760797342193,51,1,0,Champions,0
CUST_0196,92,17,1413.31,83.13588235294117,25.521773561711846,8,0.3529411764705882,440,1.1590909090909092,29,1,0,Champions,0
CUST_0197,314,1,49.56,49.56,0.0,1,0.0,0,1.0,59,0,1,Loyal,0
CUST_0198,13,22,2814.5,127.9318181818182,50.78291047721464,8,0.4545454545454545,507,1.3017751479289943,26,0,0,Champions,0
CUST_0199,5,45,14208.97,315.7548888888889,75.63860836606895,8,0.2888888888888888,507,2.6627218934911245,32,0,2,At Risk,0
CUST_0200,46,3,75.00999999999999,25.00333333333333,11.248828087109043,2,0.0,624,0.1442307692307692,57,0,1,Loyal,0
CUST_0201,7,54,10752.85,199.12685185185185,58.25292564760967,8,0.2592592592592592,484,3.347107438016529,42,0,2,At Risk,0
CUST_0202,21,16,2876.02,179.75125,31.603994235961164,7,0.3125,512,0.9375,22,1,0,Champions,0
CUST_0203,42,15,2046.83,136.45533333333333,27.68325663817821,8,0.2,591,0.7614213197969544,28,1,0,Champions,0
CUST_0204,94,3,340.79999999999995,113.59999999999998,5.841130027657319,2,0.3333333333333333,111,0.8108108108108107,51,0,1,Loyal,0
CUST_0205,52,12,826.66,68.88833333333334,18.078414971417928,8,0.3333333333333333,589,0.6112054329371817,41,0,0,Champions,0
CUST_0206,64,3,140.27,46.75666666666667,5.2754747021792605,3,0.3333333333333333,627,0.1435406698564593,32,1,0,Champions,0
CUST_0207,91,1,121.98,121.98,0.0,1,0.0,0,1.0,55,1,1,Loyal,0
CUST_0208,19,37,6073.99,164.16189189189188,40.23452627600646,8,0.1891891891891892,493,2.2515212981744424,25,0,2,At Risk,0
CUST_0209,13,27,3495.86,129.4762962962963,37.05272699900343,8,0.2592592592592592,476,1.7016806722689075,22,1,0,Champions,0
CUST_0210,13,21,2521.68,120.08,42.72079107413625,7,0.3809523809523809,479,1.3152400835073068,65,1,0,Champions,0
CUST_0211,24,16,1348.52,84.2825,32.333456872616225,6,0.1875,628,0.7643312101910827,43,0,0,Champions,0
CUST_0212,341,10,1120.47,112.047,26.697665336962416,4,0.3,213,1.4084507042253522,35,0,1,Loyal,0
CUST_0213,211,2,74.99000000000001,37.495000000000005,10.005560953789647,2,0.5,219,0.273972602739726,23,0,1,Loyal,0
CUST_0214,120,7,544.85,77.83571428571429,43.36683174083731,5,0.7142857142857143,735,0.2857142857142857,54,1,0,Champions,0
CUST_0215,148,2,26.37,13.185,4.306280297426074,2,1.0,665,0.0902255639097744,65,0,1,Loyal,0
CUST_0216,28,26,2835.39,109.05346153846152,30.76890299536956,7,0.3461538461538461,491,1.5885947046843176,30,1,0,Champions,0
CUST_0217,90,7,478.62,68.37428571428572,20.018618714539105,6,0.2857142857142857,636,0.330188679245283,45,1,0,Champions,0
CUST_0218,124,3,372.85,124.28333333333336,33.18772262951065,3,0.0,366,0.2459016393442623,22,0,1,Loyal,0
CUST_0219,119,1,89.88,89.88,0.0,1,0.0,0,1.0,30,0,1,Loyal,0
CUST_0220,2,39,12244.45,313.9602564102564,79.8344849471369,8,0.3076923076923077,496,2.358870967741935,34,0,2,At Risk,0
CUST_0221,204,2,59.3,29.65,0.169705627484769,2,0.5,262,0.2290076335877862,67,0,1,Loyal,0
CUST_0222,9,56,14440.46,257.86535714285714,79.26726294262711,8,0.3035714285714285,507,3.313609467455622,57,0,2,At Risk,0
CUST_0223,26,17,1711.11,100.65352941176472,21.71893929879417,7,0.2352941176470588,473,1.0782241014799154,62,1,0,Champions,0
CUST_0224,1,28,8297.62,296.34357142857147,83.28543837929742,7,0.2857142857142857,518,1.6216216216216215,49,1,2,At Risk,0
CUST_0225,53,2,216.96,108.48,70.55511462679371,2,0.0,84,0.7142857142857143,46,1,1,Loyal,0
CUST_0226,318,2,125.96,62.98,25.78111324206152,1,0.0,365,0.1643835616438356,68,1,1,Loyal,0
CUST_0227,33,38,8019.75,211.04605263157896,73.17005802994323,8,0.4210526315789473,481,2.37006237006237,20,2,2,At Risk,0
